region,date,median,lower_90,upper_90,lower_50,upper_50,confidence
Andhra Pradesh,2020-02-05,1,1,1,1,1,1
Andhra Pradesh,2020-02-06,0,0,0,0,0,1
Andhra Pradesh,2020-02-07,0,0,0,0,0,1
Andhra Pradesh,2020-02-08,0,0,1,0,0,1
Andhra Pradesh,2020-02-09,0,0,1,0,0,1
Andhra Pradesh,2020-02-10,0,0,1,0,0,1
Andhra Pradesh,2020-02-11,0,0,1,0,0,1
Andhra Pradesh,2020-02-12,0,0,1,0,0,1
Andhra Pradesh,2020-02-13,0,0,1,0,0,1
Andhra Pradesh,2020-02-14,0,0,1,0,0,1
Andhra Pradesh,2020-02-15,0,0,1,0,0,1
Andhra Pradesh,2020-02-16,0,0,1,0,0,1
Andhra Pradesh,2020-02-17,0,0,1,0,0,1
Andhra Pradesh,2020-02-18,0,0,1,0,0,1
Andhra Pradesh,2020-02-19,0,0,1,0,0,1
Andhra Pradesh,2020-02-20,0,0,1,0,0,1
Andhra Pradesh,2020-02-21,0,0,1,0,0,1
Andhra Pradesh,2020-02-22,0,0,1,0,0,1
Andhra Pradesh,2020-02-23,0,0,1,0,0,1
Andhra Pradesh,2020-02-24,0,0,1,0,0,1
Andhra Pradesh,2020-02-25,0,0,1,0,0,1
Andhra Pradesh,2020-02-26,0,0,1,0,0,1
Andhra Pradesh,2020-02-27,0,0,1,0,0,1
Andhra Pradesh,2020-02-28,0,0,1,0,0,1
Andhra Pradesh,2020-02-29,0,0,1,0,0,1
Andhra Pradesh,2020-03-01,0,0,1,0,0,1
Andhra Pradesh,2020-03-02,0,0,2,0,0,1
Andhra Pradesh,2020-03-03,0,0,2,0,0,1
Andhra Pradesh,2020-03-04,1,0,2,0,1,1
Andhra Pradesh,2020-03-05,1,0,2,0,1,1
Andhra Pradesh,2020-03-06,1,0,3,0,1,1
Andhra Pradesh,2020-03-07,1,0,3,0,1,1
Andhra Pradesh,2020-03-08,1,0,4,0,1,1
Andhra Pradesh,2020-03-09,2,0,4,0,2,1
Andhra Pradesh,2020-03-10,2,0,5,0,2,1
Andhra Pradesh,2020-03-11,3,0,6,1,3,1
Andhra Pradesh,2020-03-12,3,0,7,2,4,1
Andhra Pradesh,2020-03-13,4,1,8,1,4,1
Andhra Pradesh,2020-03-14,5,1,9,2,5,1
Andhra Pradesh,2020-03-15,6,2,11,2,6,1
Andhra Pradesh,2020-03-16,8,2,12,4,8,1
Andhra Pradesh,2020-03-17,9,3,14,6,10,1
Andhra Pradesh,2020-03-18,11,4,16,6,11,1
Andhra Pradesh,2020-03-19,13,6,19,9,14,1
Andhra Pradesh,2020-03-20,15,7,21,12,17,1
Andhra Pradesh,2020-03-21,17,9,25,12,18,1
Andhra Pradesh,2020-03-22,20,11,27,16,22,1
Andhra Pradesh,2020-03-23,23,14,30,19,25,1
Andhra Pradesh,2020-03-24,26,17,33,20,27,1
Andhra Pradesh,2020-03-25,28,19,36,22,29,1
Andhra Pradesh,2020-03-26,30,19,37,26,33,1
Andhra Pradesh,2020-03-27,31,22,40,27,34,1
Andhra Pradesh,2020-03-28,32,23,40,27,34,1
Andhra Pradesh,2020-03-29,32,23,41,28,35,1
Andhra Pradesh,2020-03-30,32,23,40,28,34,1
Andhra Pradesh,2020-03-31,31,21,39,26,33,1
Andhra Pradesh,2020-04-01,31,22,39,28,34,1
Andhra Pradesh,2020-04-02,31,21,38,26,33,1
Andhra Pradesh,2020-04-03,31,22,41,27,34,1
Andhra Pradesh,2020-04-04,31,22,41,27,34,1
Andhra Pradesh,2020-04-05,33,23,43,27,35,1
Andhra Pradesh,2020-04-06,36,24,45,31,39,1
Andhra Pradesh,2020-04-07,38,28,49,30,39,1
Andhra Pradesh,2020-04-08,41,31,53,36,44,1
Andhra Pradesh,2020-04-09,43,33,54,39,47,1
Andhra Pradesh,2020-04-10,47,36,58,40,49,1
Andhra Pradesh,2020-04-11,50,37,61,42,52,1
Andhra Pradesh,2020-04-12,53,41,65,46,56,1
Andhra Pradesh,2020-04-13,56,45,70,50,60,1
Andhra Pradesh,2020-04-14,59,45,70,50,61,1
Andhra Pradesh,2020-04-15,62,47,73,56,66,1
Andhra Pradesh,2020-04-16,64,51,77,55,66,1
Andhra Pradesh,2020-04-17,66,54,78,60,70,1
Andhra Pradesh,2020-04-18,67,53,78,61,71,1
Andhra Pradesh,2020-04-19,67,54,80,60,70,1
Andhra Pradesh,2020-04-20,68,53,79,60,71,1
Andhra Pradesh,2020-04-21,68,53,79,59,70,1
Andhra Pradesh,2020-04-22,66,52,77,61,70,1
Andhra Pradesh,2020-04-23,65,51,77,60,70,1
Andhra Pradesh,2020-04-24,64,52,77,59,68,1
Andhra Pradesh,2020-04-25,61,48,73,55,65,1
Andhra Pradesh,2020-04-26,60,47,71,53,63,1
Andhra Pradesh,2020-04-27,59,47,71,54,63,1
Andhra Pradesh,2020-04-28,59,46,71,52,62,1
Andhra Pradesh,2020-04-29,58,44,69,53,62,1
Andhra Pradesh,2020-04-30,58,46,70,53,62,1
Andhra Pradesh,2020-05-01,57,45,69,51,60,1
Andhra Pradesh,2020-05-02,57,45,68,50,59,1
Andhra Pradesh,2020-05-03,57,44,67,51,60,1
Andhra Pradesh,2020-05-04,58,44,68,51,60,1
Andhra Pradesh,2020-05-05,59,47,71,52,62,1
Andhra Pradesh,2020-05-06,61,46,72,53,63,1
Andhra Pradesh,2020-05-07,61,48,73,52,63,1
Andhra Pradesh,2020-05-08,63,49,76,58,68,0.99
Andhra Pradesh,2020-05-09,64,50,76,60,70,0.99
Andhra Pradesh,2020-05-10,66,51,79,57,68,0.99
Andhra Pradesh,2020-05-11,67,52,79,58,69,0.99
Andhra Pradesh,2020-05-12,69,54,82,61,72,0.98
